INDEX:1721:<string>,IBM_Open:1721:<double>,IBM_High:1721:<double>,IBM_Low:1721:<double>,IBM_Close:1721:<double>,IBM_Adj_Close:1721:<double>,IBM_Volume:1721:<long>
2015-07-13,167.929993,169.889999,167.520004,169.380005,134.522888,4229000
2015-07-14,169.429993,169.539993,168.240005,168.610001,133.911362,3025300
2015-07-15,168.479996,169.270004,168.000000,168.529999,133.847809,1998000
2015-07-16,169.470001,171.089996,169.160004,171.000000,135.809525,3529900
2015-07-17,170.330002,172.520004,170.100006,172.509995,137.008774,4356400
2015-07-20,172.789993,173.779999,172.139999,173.220001,137.572662,7377800
2015-07-21,164.339996,166.350006,162.020004,163.070007,129.511444,13752300
2015-07-22,162.729996,163.070007,159.699997,160.350006,127.351196,7181800
2015-07-23,160.270004,162.750000,159.830002,161.729996,128.447174,5034200
2015-07-24,161.289993,161.929993,159.410004,159.750000,126.874687,3778200
2015-07-27,159.000000,160.179993,158.600006,159.070007,126.334587,3706200
2015-07-28,159.910004,160.190002,158.500000,160.050003,127.112923,2721000
2015-07-29,160.000000,161.500000,159.389999,161.089996,127.938911,3378400
2015-07-30,160.500000,161.399994,159.750000,160.960007,127.835663,1994700
2015-07-31,161.399994,162.059998,160.630005,161.990005,128.653687,3580200
2015-08-03,161.699997,161.850006,157.899994,158.710007,126.048691,4615700
2015-08-04,158.399994,158.820007,156.869995,157.600006,125.167114,5260600
2015-08-05,159.100006,159.539993,157.479996,157.899994,125.405380,3472800
2015-08-06,157.130005,157.539993,156.179993,156.320007,125.181152,3004800
2015-08-07,155.889999,156.250000,154.339996,155.119995,124.220192,3794900
2015-08-10,156.770004,157.470001,156.119995,156.750000,125.525490,4613400
2015-08-11,155.960007,155.990005,154.860001,155.509995,124.532555,3167100
2015-08-12,154.259995,156.520004,153.949997,156.160004,125.053024,3560300
2015-08-13,156.059998,156.089996,154.320007,155.070007,124.180183,2533400
2015-08-14,155.000000,156.210007,154.580002,155.750000,124.724686,3226400
2015-08-17,155.199997,156.690002,154.699997,156.309998,125.173157,2249600
2015-08-18,155.509995,156.520004,155.250000,156.009995,124.932915,2018300
2015-08-19,155.149994,155.669998,153.410004,153.940002,123.275246,4206400
2015-08-20,152.740005,153.910004,152.500000,152.660004,122.250214,4011500
2015-08-21,151.500000,153.190002,148.699997,148.850006,119.199188,7362100
2015-08-24,143.470001,147.759995,143.000000,143.470001,114.890862,10189700
2015-08-25,146.940002,147.110001,140.619995,140.960007,112.880898,7073200
2015-08-26,144.089996,146.979996,142.139999,146.699997,117.477425,6221800
2015-08-27,148.500000,148.970001,145.660004,148.539993,118.950912,4976600
2015-08-28,147.750000,148.199997,147.179993,147.979996,118.502495,4076300
2015-08-31,147.380005,148.399994,146.259995,147.889999,118.430397,4093100
2015-09-01,144.910004,144.979996,141.850006,142.679993,114.258247,5272000
2015-09-02,144.740005,145.080002,143.179993,145.050003,116.156136,4252000
2015-09-03,146.050003,148.029999,145.770004,146.779999,117.541512,3603500
2015-09-04,144.570007,145.399994,143.320007,143.699997,115.075043,4201100
2015-09-08,145.860001,147.339996,145.660004,147.229996,117.901871,3933300
2015-09-09,148.740005,149.039993,144.850006,145.050003,116.156136,3407800
2015-09-10,145.850006,147.160004,144.509995,146.199997,117.077080,3461700
2015-09-11,145.910004,147.500000,145.669998,147.369995,118.013985,3115100
2015-09-14,147.369995,147.369995,145.410004,145.649994,116.636604,3226700
2015-09-15,146.600006,147.929993,145.759995,147.529999,118.142105,2717100
2015-09-16,147.839996,148.889999,147.539993,148.410004,118.846840,2799200
2015-09-17,148.100006,149.679993,147.300003,148.139999,118.630623,4003000
2015-09-18,146.050003,146.389999,143.979996,144.509995,115.723709,7975800
2015-09-21,145.389999,146.979996,144.919998,146.479996,117.301270,3825000
2015-09-22,144.619995,145.059998,143.770004,144.429993,115.659622,3564100
2015-09-23,144.210007,144.570007,142.750000,143.660004,115.042992,2674200
2015-09-24,142.600006,145.070007,141.949997,144.410004,115.643631,3280300
2015-09-25,145.550003,146.270004,144.529999,145.419998,116.452400,3474400
2015-09-28,144.419998,145.380005,142.470001,142.520004,114.130112,4317300
2015-09-29,141.990005,142.660004,141.149994,142.470001,114.090080,4763500
2015-09-30,143.690002,145.710007,143.660004,144.970001,116.092072,3946200
2015-10-01,145.309998,145.669998,141.589996,143.589996,114.986984,3880900
2015-10-02,141.050003,144.589996,140.559998,144.580002,115.779770,3054400
2015-10-05,145.820007,149.889999,145.820007,149.039993,119.351326,5131800
2015-10-06,149.059998,150.149994,148.490005,148.779999,119.143120,3018100
2015-10-07,150.039993,150.729996,148.860001,150.089996,120.192162,2980800
2015-10-08,149.690002,153.020004,149.289993,152.279999,121.945938,4794400
2015-10-09,152.460007,153.149994,151.270004,152.389999,122.034019,3531100
2015-10-12,152.399994,152.580002,150.850006,151.139999,121.033043,3227600
2015-10-13,150.779999,150.779999,149.179993,149.619995,119.815773,3915700
2015-10-14,149.600006,150.649994,149.020004,150.009995,120.128113,3353000
2015-10-15,150.910004,151.240005,148.580002,150.089996,120.192162,3476200
2015-10-16,150.449997,151.199997,149.259995,150.389999,120.432404,3483700
2015-10-19,149.850006,149.970001,148.380005,149.220001,119.495476,7954700
2015-10-20,142.490005,142.880005,140.270004,140.639999,112.624611,16025600
2015-10-21,140.250000,142.660004,139.300003,140.919998,112.848816,6990600
2015-10-22,141.740005,145.070007,141.619995,144.089996,115.387383,5583200
2015-10-23,144.610001,145.490005,143.699997,144.679993,115.859840,5370400
2015-10-26,144.750000,145.000000,143.210007,143.660004,115.042992,3489400
2015-10-27,143.509995,143.830002,137.330002,137.860001,110.398384,15008500
2015-10-28,137.919998,141.229996,137.500000,140.830002,112.776749,8511400
2015-10-29,140.360001,140.820007,139.020004,140.550003,112.552536,3710400
2015-10-30,140.440002,141.330002,139.899994,140.080002,112.176132,3984000
2015-11-02,140.500000,140.520004,139.570007,140.369995,112.408371,3822200
2015-11-03,140.020004,142.800003,139.899994,141.880005,113.617569,4349400
2015-11-04,142.550003,142.649994,141.300003,141.630005,113.417412,3516900
2015-11-05,141.610001,142.380005,139.630005,139.889999,112.023979,5096900
2015-11-06,138.600006,139.550003,137.869995,138.250000,111.749168,4744900
2015-11-09,137.919998,138.080002,134.880005,135.309998,109.372726,8075600
2015-11-10,135.360001,135.740005,134.119995,135.470001,109.502075,4520800
2015-11-11,136.089996,136.199997,134.500000,135.020004,109.138329,3164800
2015-11-12,134.699997,134.699997,133.009995,133.039993,107.537880,4701400
2015-11-13,132.949997,133.000000,131.649994,131.750000,106.495148,4613800
2015-11-16,131.789993,134.089996,131.789993,133.710007,108.079460,4190800
2015-11-17,134.220001,134.820007,133.309998,133.820007,108.168381,2815100
2015-11-18,134.789993,135.910004,134.259995,135.820007,109.784981,4149200
2015-11-19,136.210007,137.740005,136.009995,136.740005,110.528618,4753600
2015-11-20,137.369995,138.919998,137.250000,138.500000,111.951256,5176400
2015-11-23,138.529999,138.869995,137.119995,138.460007,111.918938,5137900
2015-11-24,137.649994,139.339996,137.309998,138.600006,112.032089,3407700
2015-11-25,138.369995,138.429993,137.380005,138.000000,111.547096,3238200
2015-11-27,138.000000,138.809998,137.210007,138.460007,111.918938,1415800
2015-11-30,138.610001,139.899994,138.520004,139.419998,112.694885,4545600
2015-12-01,139.580002,141.399994,139.580002,141.279999,114.198364,4195100
2015-12-02,140.929993,141.210007,139.500000,139.699997,112.921234,3725400
2015-12-03,140.100006,140.729996,138.190002,138.919998,112.290733,5909600
2015-12-04,138.089996,141.020004,137.990005,140.429993,113.511269,4571600
2015-12-07,140.160004,140.410004,138.809998,139.550003,112.799988,3279400
2015-12-08,138.279999,139.059998,137.529999,138.050003,111.587540,3905200
2015-12-09,137.380005,139.839996,136.229996,136.610001,110.423561,4615000
2015-12-10,137.029999,137.850006,135.720001,136.779999,110.560974,4222300
2015-12-11,135.229996,135.440002,133.910004,134.570007,108.774597,5333800
2015-12-14,135.309998,136.139999,134.020004,135.929993,109.873901,5143800
2015-12-15,137.399994,138.970001,137.279999,137.789993,111.377357,4238500
2015-12-16,139.119995,139.649994,137.789993,139.289993,112.589813,4345500
2015-12-17,139.350006,139.500000,136.309998,136.750000,110.536713,4089500
2015-12-18,136.410004,136.960007,134.270004,134.899994,109.041336,10026100
2015-12-21,135.830002,135.830002,134.020004,135.500000,109.526337,5617500
2015-12-22,135.880005,138.190002,135.649994,137.929993,111.490517,4263800
2015-12-23,138.300003,139.309998,138.110001,138.539993,111.983574,5164900
2015-12-24,138.429993,138.880005,138.110001,138.250000,111.749168,1495200
2015-12-28,137.740005,138.039993,136.539993,137.610001,111.231842,3143400
2015-12-29,138.250000,140.059998,138.199997,139.779999,112.985893,3943700
2015-12-30,139.580002,140.440002,139.220001,139.339996,112.630249,2989400
2015-12-31,139.070007,139.100006,137.570007,137.619995,111.239960,3462100
2016-01-04,135.600006,135.970001,134.240005,135.949997,109.890060,5229400
2016-01-05,136.759995,136.889999,134.850006,135.850006,109.809242,3924800
2016-01-06,134.380005,135.580002,133.619995,135.169998,109.259583,4310900
2016-01-07,133.699997,135.020004,132.429993,132.860001,107.392403,7025800
2016-01-08,133.179993,133.820007,131.320007,131.630005,106.398170,4762700
2016-01-11,131.809998,133.820007,131.759995,133.229996,107.691475,4974400
2016-01-12,133.649994,133.779999,131.130005,132.899994,107.424698,5078700
2016-01-13,133.500000,134.279999,131.100006,131.169998,106.026321,4700100
2016-01-14,131.929993,133.789993,131.220001,132.910004,107.432808,5709600
2016-01-15,130.009995,130.880005,128.869995,130.029999,105.104836,9008500
2016-01-19,130.110001,132.100006,128.059998,128.110001,103.552887,9979600
2016-01-20,118.459999,123.989998,118.000000,121.860001,98.500938,16157800
2016-01-21,121.300003,125.099998,120.580002,122.910004,99.349670,8851600
2016-01-22,124.669998,124.739998,121.769997,122.500000,99.018257,9238400
2016-01-25,122.099998,124.230003,121.639999,122.080002,98.678764,5446000
2016-01-26,122.250000,123.610001,122.239998,122.589996,99.091003,4617800
2016-01-27,122.730003,123.370003,120.650002,120.959999,97.773445,5026400
2016-01-28,121.260002,122.830002,121.010002,122.220001,98.791931,3942500
2016-01-29,123.279999,124.790001,122.959999,124.790001,100.869293,8248100
2016-02-01,124.400002,125.290001,123.709999,124.830002,100.901634,3574900
2016-02-02,123.669998,124.139999,122.639999,122.940002,99.373932,3287300
2016-02-03,123.989998,125.449997,122.290001,124.720001,100.812721,6223500
2016-02-04,125.080002,128.500000,125.000000,127.650002,103.181068,5266500
2016-02-05,127.220001,128.639999,125.849998,128.570007,103.924736,7177700
2016-02-08,126.000000,127.510002,124.129997,126.980003,103.687904,7364000
2016-02-09,126.120003,126.930000,123.769997,124.070000,101.311691,5957200
2016-02-10,125.000000,125.290001,119.839996,120.190002,98.143410,6469100
2016-02-11,118.779999,119.660004,116.900002,117.849998,96.232635,7307600
2016-02-12,119.260002,121.050003,118.349998,121.040001,98.837494,4936500
2016-02-16,121.830002,123.089996,121.339996,122.739998,100.225647,4061400
2016-02-17,123.709999,126.570000,123.250000,126.099998,102.969330,4821000
2016-02-18,130.000000,134.000000,129.750000,132.449997,108.154533,9951600
2016-02-19,132.360001,133.649994,130.839996,133.080002,108.668976,5125300
2016-02-22,133.080002,134.309998,132.410004,133.770004,109.232414,4457400
2016-02-23,133.139999,133.410004,132.009995,132.399994,108.113724,3439700
2016-02-24,131.550003,133.490005,129.679993,132.800003,108.440323,4122600
2016-02-25,133.289993,134.509995,130.880005,134.500000,109.828522,4358300
2016-02-26,134.509995,134.919998,131.949997,132.029999,107.811577,4386200
2016-02-29,132.000000,133.360001,130.899994,131.029999,106.995026,4428000
2016-03-01,132.240005,134.639999,132.029999,134.369995,109.722351,3788500
2016-03-02,133.699997,137.440002,133.220001,136.300003,111.298332,5217200
2016-03-03,137.220001,137.960007,136.070007,137.800003,112.523163,5156400
2016-03-04,137.539993,139.419998,137.020004,137.800003,112.523163,3968400
2016-03-07,137.279999,140.509995,136.869995,140.149994,114.442108,5171000
2016-03-08,139.710007,140.350006,137.419998,139.070007,113.560211,5579100
2016-03-09,139.309998,142.169998,139.229996,140.410004,114.654427,4406500
2016-03-10,141.240005,141.470001,138.089996,140.190002,114.474785,4020600
2016-03-11,141.729996,142.919998,140.509995,142.360001,116.246742,4421900
2016-03-14,142.009995,143.190002,141.039993,142.779999,116.589668,4048800
2016-03-15,141.740005,143.330002,141.539993,142.960007,116.736679,3707500
2016-03-16,142.619995,144.880005,142.110001,144.789993,118.231010,4221900
2016-03-17,144.779999,147.320007,144.449997,147.039993,120.068268,5821600
2016-03-18,147.399994,147.509995,145.509995,147.089996,120.109138,12089700
2016-03-21,147.300003,148.710007,146.720001,148.630005,121.366638,3721600
2016-03-22,148.059998,149.279999,147.839996,148.100006,120.933830,4081900
2016-03-23,148.000000,148.029999,145.130005,145.399994,118.729103,4764200
2016-03-24,144.979996,148.220001,144.490005,147.949997,120.811356,5044500
2016-03-28,147.750000,148.649994,147.229996,148.399994,121.178802,3265100
2016-03-29,147.589996,149.759995,147.500000,149.330002,121.938210,3138500
2016-03-30,149.949997,150.410004,148.320007,148.410004,121.186981,3331200
2016-03-31,149.789993,153.100006,149.360001,151.449997,123.669365,6780600
2016-04-01,150.509995,152.960007,150.250000,152.520004,124.543083,3925500
2016-04-04,152.339996,153.520004,151.910004,152.070007,124.175591,3931200
2016-04-05,151.429993,151.600006,149.649994,150.000000,122.485283,3337000
2016-04-06,149.899994,150.149994,147.809998,150.020004,122.501656,4194600
2016-04-07,149.070007,149.600006,148.000000,148.250000,121.056335,3663000
2016-04-08,149.059998,149.990005,148.119995,149.350006,121.954552,3293800
2016-04-11,150.259995,151.949997,149.220001,149.250000,121.872887,3846100
2016-04-12,149.610001,150.110001,148.580002,149.630005,122.183182,3595800
2016-04-13,150.750000,151.229996,149.630005,151.229996,123.489716,3168400
2016-04-14,151.500000,152.759995,150.380005,151.160004,123.432518,3176500
2016-04-15,151.039993,152.100006,150.960007,151.720001,123.889809,3657600
2016-04-18,151.720001,153.139999,151.490005,152.529999,124.551254,6581700
2016-04-19,146.470001,146.949997,142.610001,144.000000,117.585922,13190200
2016-04-20,144.240005,147.199997,144.000000,146.110001,119.308876,6754300
2016-04-21,146.580002,150.119995,146.460007,149.300003,121.913734,6017700
2016-04-22,149.440002,151.000000,147.500000,148.500000,121.260475,5191900
2016-04-25,148.160004,148.899994,147.110001,148.809998,121.513618,2848900
2016-04-26,148.649994,149.789993,147.899994,149.080002,121.734085,2979800
2016-04-27,149.350006,150.779999,148.970001,150.470001,122.869110,3111200
2016-04-28,149.750000,150.179993,146.729996,147.070007,120.092781,3791500
2016-04-29,146.490005,147.339996,144.190002,145.940002,119.170029,4225800
2016-05-02,146.559998,147.000000,144.429993,145.270004,118.622948,3502400
2016-05-03,144.649994,144.899994,142.899994,144.130005,117.692062,3584300
2016-05-04,143.360001,145.000000,143.309998,144.250000,117.790054,2577100
2016-05-05,145.949997,147.300003,145.449997,146.470001,119.602852,6501200
2016-05-06,144.860001,147.970001,144.470001,147.289993,121.433105,4895800
2016-05-09,147.699997,148.199997,147.009995,147.339996,122.640030,4302400
2016-05-10,148.240005,150.039993,147.740005,149.970001,124.829163,3992700
2016-05-11,149.710007,151.089996,148.740005,148.949997,123.980095,3093000
2016-05-12,149.210007,149.389999,147.110001,148.839996,123.888603,3249200
2016-05-13,148.789993,149.860001,147.419998,147.720001,122.956322,2398000
2016-05-16,147.649994,149.990005,147.440002,149.460007,124.404655,3069100
2016-05-17,149.210007,149.500000,147.289993,148.000000,123.189392,3490600
2016-05-18,147.990005,148.520004,146.360001,147.339996,122.640030,2491100
2016-05-19,146.479996,146.929993,143.960007,144.929993,120.634033,3685600
2016-05-20,145.710007,147.509995,145.550003,147.250000,122.565117,3671500
2016-05-23,147.610001,147.949997,146.660004,146.770004,122.165573,2103800
2016-05-24,146.880005,148.750000,146.880005,148.309998,123.447433,2929300
2016-05-25,148.929993,152.089996,148.500000,151.690002,126.260788,4355300
2016-05-26,151.550003,152.509995,151.050003,152.440002,126.885094,3062900
2016-05-27,152.350006,152.929993,152.149994,152.839996,127.218048,2457100
2016-05-31,152.559998,153.809998,152.270004,153.740005,127.967140,5836600
2016-06-01,153.000000,153.270004,151.539993,152.509995,126.943344,2663400
2016-06-02,152.589996,153.500000,152.119995,153.500000,127.767365,2642600
2016-06-03,152.399994,153.039993,151.699997,152.889999,127.259651,2328300
2016-06-06,153.089996,153.949997,152.339996,152.729996,127.126442,2378700
2016-06-07,153.309998,153.929993,152.660004,153.330002,127.625893,4465000
2016-06-08,153.529999,154.089996,153.039993,154.000000,128.183548,2935000
2016-06-09,152.919998,153.759995,152.729996,153.419998,127.700783,2021800
2016-06-10,152.789993,153.330002,151.860001,152.369995,126.826782,3120600
2016-06-13,151.630005,152.500000,150.279999,151.279999,125.919525,3610400
2016-06-14,151.279999,151.789993,150.399994,151.059998,125.736412,2865800
2016-06-15,151.460007,151.789993,150.600006,150.679993,125.420113,2260400
2016-06-16,150.190002,151.289993,149.000000,151.059998,125.736412,2449100
2016-06-17,150.960007,152.720001,150.600006,151.990005,126.510498,4663900
2016-06-20,152.600006,154.669998,152.520004,153.610001,127.858932,3572100
2016-06-21,154.160004,154.570007,153.690002,154.050003,128.225159,2760300
2016-06-22,153.750000,154.710007,152.270004,152.919998,127.284615,2833700
2016-06-23,153.449997,155.479996,152.600006,155.350006,129.307236,3969400
2016-06-24,149.970001,150.610001,146.179993,146.589996,122.015755,9082800
2016-06-27,146.179993,146.600006,142.500000,143.500000,119.443764,5017900
2016-06-28,144.779999,145.729996,144.220001,145.699997,121.274971,3997700
2016-06-29,146.500000,148.479996,146.449997,148.460007,123.572258,3367700
2016-06-30,148.860001,151.910004,148.669998,151.779999,126.335716,3967100
2016-07-01,151.779999,152.970001,151.399994,152.350006,126.810143,2658300
2016-07-05,151.190002,152.000000,150.759995,151.679993,126.252464,2465200
2016-07-06,151.850006,152.410004,149.919998,152.369995,126.826782,2569400
2016-07-07,152.750000,153.690002,151.889999,152.600006,127.018257,2138400
2016-07-08,154.000000,154.600006,153.080002,154.460007,128.566437,3040600
2016-07-11,154.600006,156.039993,154.500000,155.330002,129.290619,2833700
2016-07-12,156.000000,157.119995,155.520004,157.039993,130.713913,3843800
2016-07-13,157.750000,158.339996,157.059998,158.020004,131.529648,2746400
2016-07-14,158.809998,161.399994,158.580002,160.279999,133.410782,4637600
2016-07-15,159.899994,159.979996,158.500000,159.779999,132.994598,4476800
2016-07-18,159.300003,160.750000,158.729996,159.860001,133.061172,6729700
2016-07-19,161.779999,162.139999,157.889999,159.580002,132.828125,7120000
2016-07-20,159.970001,161.710007,159.600006,161.360001,134.309738,4376300
2016-07-21,160.750000,161.850006,159.889999,160.449997,133.552292,3518900
2016-07-22,160.779999,162.169998,160.479996,162.070007,134.900696,2520100
2016-07-25,162.000000,162.880005,161.750000,162.649994,135.383469,2804600
2016-07-26,162.649994,163.600006,161.369995,162.119995,134.942322,2894600
2016-07-27,162.119995,162.570007,161.179993,161.830002,134.700928,2162700
2016-07-28,161.380005,161.809998,160.710007,161.369995,134.318024,2340400
2016-07-29,161.360001,161.669998,160.029999,160.619995,133.693787,3547500
2016-08-01,160.649994,161.649994,159.839996,161.449997,134.384644,2823600
2016-08-02,161.270004,161.449997,160.360001,160.580002,133.660477,3080900
2016-08-03,160.130005,160.860001,159.800003,160.669998,133.735413,2861700
2016-08-04,160.860001,161.699997,160.119995,161.550003,134.467850,2489100
2016-08-05,162.000000,163.509995,161.570007,163.500000,136.090988,3812400
2016-08-08,162.729996,163.270004,161.580002,162.039993,136.040619,3039300
2016-08-09,162.220001,162.770004,161.649994,161.770004,135.813950,2737500
2016-08-10,162.190002,162.660004,161.960007,162.080002,136.074188,2466700
2016-08-11,162.250000,164.949997,162.179993,163.529999,137.291565,8768600
2016-08-12,163.190002,163.460007,161.520004,161.949997,135.965042,2543100
2016-08-15,162.399994,162.970001,161.779999,161.880005,135.906296,2970400
2016-08-16,161.110001,161.929993,160.690002,160.699997,134.915604,2210200
2016-08-17,160.970001,161.160004,159.839996,160.440002,134.697327,3225900
2016-08-18,160.889999,162.000000,160.440002,161.360001,135.469727,3652000
2016-08-19,160.839996,160.910004,159.520004,160.039993,134.361511,2815200
2016-08-22,160.000000,160.570007,159.130005,160.000000,134.327911,2039300
2016-08-23,160.330002,161.339996,160.229996,160.259995,134.546188,2838100
2016-08-24,159.889999,160.179993,158.320007,159.050003,133.530350,3645800
2016-08-25,159.000000,159.539993,158.419998,158.630005,133.177765,2575000
2016-08-26,158.880005,160.440002,157.850006,158.320007,132.917496,2498900
2016-08-29,158.830002,160.210007,158.500000,159.720001,134.092834,2475900
2016-08-30,159.759995,160.149994,158.809998,159.399994,133.824203,1813300
2016-08-31,159.660004,159.660004,158.259995,158.880005,133.387650,2323600
2016-09-01,158.320007,159.619995,158.100006,159.539993,133.941742,2358400
2016-09-02,159.880005,160.570007,159.149994,159.550003,133.950119,2315400
2016-09-06,159.880005,160.860001,159.110001,160.350006,134.621780,2994100
2016-09-07,160.190002,161.759995,160.000000,161.639999,135.704773,2867300
2016-09-08,160.550003,161.210007,158.759995,159.000000,133.488403,3963200
2016-09-09,158.029999,158.399994,155.649994,155.690002,130.709473,5186000
2016-09-12,155.259995,158.529999,154.839996,158.289993,132.892303,4367500
2016-09-13,157.630005,157.929993,155.500000,155.809998,130.810181,3636700
2016-09-14,155.699997,155.869995,153.389999,154.050003,129.332581,3860600
2016-09-15,154.300003,156.330002,153.210007,155.660004,130.684296,3645600
2016-09-16,155.039993,155.399994,153.470001,153.839996,129.156296,6463600
2016-09-19,154.869995,156.190002,154.550003,154.869995,130.021027,2450100
2016-09-20,155.869995,156.570007,154.449997,154.449997,129.668427,2159100
2016-09-21,154.910004,155.679993,153.869995,155.529999,130.575150,2473900
2016-09-22,156.149994,157.220001,155.690002,156.110001,131.062088,2691100
2016-09-23,155.619995,156.039993,154.710007,154.979996,130.113419,2702200
2016-09-26,154.460007,154.460007,153.460007,153.979996,129.273834,2533300
2016-09-27,154.320007,156.770004,153.809998,156.770004,131.616211,2987200
2016-09-28,156.990005,158.630005,156.229996,158.289993,132.892303,3310000
2016-09-29,158.630005,165.000000,157.460007,158.110001,132.741211,3374800
2016-09-30,158.899994,159.839996,158.059998,158.850006,133.362457,3596900
2016-10-03,158.059998,158.369995,157.020004,157.610001,132.321411,2227800
2016-10-04,157.669998,158.529999,155.820007,156.460007,131.355957,2884100
2016-10-05,157.070007,157.830002,156.720001,157.080002,131.876450,1684500
2016-10-06,156.839996,157.429993,155.889999,156.880005,131.708542,1950100
2016-10-07,157.139999,157.699997,154.860001,155.669998,130.692688,2671900
2016-10-10,156.710007,158.490005,156.660004,157.020004,131.826050,2481300
2016-10-11,156.729996,156.949997,153.889999,154.789993,129.953857,2901300
2016-10-12,154.970001,154.970001,153.080002,154.289993,129.534088,2964000
2016-10-13,153.699997,154.220001,152.270004,153.720001,129.055557,2909900
2016-10-14,154.470001,155.529999,154.089996,154.449997,129.668427,4358200
2016-10-17,154.449997,155.889999,154.339996,154.770004,129.937103,5890400
2016-10-18,150.020004,151.000000,147.789993,150.720001,126.536896,12770600
2016-10-19,151.270004,152.449997,150.830002,151.259995,126.990273,4632900
2016-10-20,151.279999,152.899994,151.020004,151.520004,127.208542,4023100
2016-10-21,150.580002,151.149994,149.559998,149.630005,125.621788,4414200
2016-10-24,150.399994,151.520004,150.399994,150.570007,126.410950,2666700
2016-10-25,150.570007,151.160004,149.830002,150.880005,126.671242,2647500
2016-10-26,150.710007,152.940002,150.259995,151.809998,127.452034,2811700
2016-10-27,152.820007,154.059998,152.020004,153.350006,128.744965,4229300
2016-10-28,154.050003,154.440002,152.179993,152.610001,128.123657,3654500
2016-10-31,152.759995,154.330002,152.759995,153.690002,129.030350,3553200
2016-11-01,153.500000,153.910004,151.740005,152.789993,128.274765,3191900
2016-11-02,152.479996,153.350006,151.669998,151.949997,127.569542,3074400
2016-11-03,152.509995,153.740005,151.800003,152.369995,127.922150,2878800
2016-11-04,152.399994,153.639999,151.869995,152.429993,127.972549,2470400
2016-11-07,153.990005,156.110001,153.839996,155.720001,130.734680,3804900
2016-11-08,154.559998,155.929993,153.059998,155.169998,131.454758,3921900
2016-11-09,152.960007,155.559998,151.000000,154.809998,131.149765,5403700
2016-11-10,157.660004,161.160004,157.589996,160.220001,135.732925,7715800
2016-11-11,159.970001,161.339996,159.330002,161.270004,136.622482,4446600
2016-11-14,161.250000,161.860001,157.580002,158.210007,134.030121,5196500
2016-11-15,158.419998,159.149994,157.550003,158.669998,134.419846,3477000
2016-11-16,158.460007,159.550003,158.029999,159.289993,134.945053,2252800
2016-11-17,159.220001,159.929993,158.850006,159.800003,135.377121,2261200
2016-11-18,159.800003,160.720001,159.210007,160.389999,135.876968,2981600
2016-11-21,160.690002,163.000000,160.369995,162.770004,137.893204,4637100
2016-11-22,163.000000,163.000000,161.949997,162.669998,137.808502,2770800
2016-11-23,161.940002,162.380005,161.360001,161.979996,137.223953,2252700
2016-11-25,161.830002,163.190002,161.830002,163.139999,138.206650,1605300
2016-11-28,163.199997,164.660004,162.699997,164.520004,139.375748,4449400
2016-11-29,164.000000,164.410004,163.029999,163.529999,138.537064,3148200
2016-11-30,163.350006,163.800003,162.210007,162.220001,137.427261,4397800
2016-12-01,161.949997,162.199997,158.300003,159.820007,135.394073,4635700
2016-12-02,159.000000,160.289993,158.410004,160.020004,135.563522,2740900
2016-12-05,160.850006,161.149994,159.589996,159.839996,135.411011,3447100
2016-12-06,160.130005,160.789993,158.929993,160.350006,135.843048,2859000
2016-12-07,160.600006,165.179993,160.389999,164.789993,139.604492,4435100
2016-12-08,164.869995,166.000000,164.220001,165.360001,140.087357,3266400
2016-12-09,165.179993,166.720001,164.600006,166.520004,141.070084,3146900
2016-12-12,166.720001,166.789993,165.070007,165.500000,140.205994,3392300
2016-12-13,165.679993,169.949997,165.679993,168.289993,142.569565,5932300
2016-12-14,168.369995,169.889999,167.449997,168.509995,142.755936,4124200
2016-12-15,168.009995,169.850006,167.779999,168.020004,142.340820,3388600
2016-12-16,168.970001,169.110001,166.059998,166.729996,141.248016,7120600
2016-12-19,166.830002,167.259995,166.000000,166.679993,141.205597,2955900
2016-12-20,167.490005,168.250000,166.449997,167.600006,141.985031,2174600
2016-12-21,166.250000,167.940002,165.250000,167.330002,141.756271,3575700
2016-12-22,167.360001,168.229996,166.580002,167.059998,141.527527,2802600
2016-12-23,167.000000,167.490005,166.449997,166.710007,141.231049,1701200
2016-12-27,166.979996,167.979996,166.850006,167.139999,141.595306,1397500
2016-12-28,167.289993,167.740005,166.000000,166.190002,140.790512,1757500
2016-12-29,166.020004,166.990005,166.000000,166.600006,141.137833,1663500
2016-12-30,166.440002,166.699997,165.500000,165.990005,140.621094,2952800
2017-01-03,167.000000,167.869995,166.009995,167.190002,141.637695,2934300
2017-01-04,167.770004,169.869995,167.360001,169.259995,143.391296,3381400
2017-01-05,169.250000,169.389999,167.259995,168.699997,142.916901,2682300
2017-01-06,168.690002,169.919998,167.520004,169.529999,143.620056,2945500
2017-01-09,169.470001,169.800003,167.619995,167.649994,142.027374,3189900
2017-01-10,167.979996,168.089996,165.339996,165.520004,140.222916,4118700
2017-01-11,166.050003,167.759995,165.600006,167.750000,142.112076,3599500
2017-01-12,167.770004,168.009995,165.559998,167.949997,142.281540,2927500
2017-01-13,167.970001,168.479996,166.880005,167.339996,141.764709,2875400
2017-01-17,166.690002,168.179993,166.119995,167.889999,142.230682,3315700
2017-01-18,167.449997,168.589996,166.690002,166.800003,141.307281,4007800
2017-01-19,166.960007,167.449997,165.800003,166.809998,141.315765,6963400
2017-01-20,167.809998,170.639999,166.000000,170.550003,144.484146,12690000
